anio,geo,total,total_hom,total_muj,armas,armas_hom,armas_muj,pob_total,pob_hom,pob_muj
2019,17012,56,49,7,44,37,7,60840,29378,31462
2019,17011,71,65,6,55,53,2,225720,109403,116317
2019,17010,9,8,1,6,6,,18132,8864,9268
2019,17009,15,14,1,12,12,,20134,10041,10093
2019,17008,69,60,9,51,48,3,104829,51559,53270
2019,17007,239,216,23,183,170,13,396418,186929,209489
2019,17006,84,71,13,56,45,11,205737,99230,106507
2019,17005,14,13,1,10,9,1,10363,5107,5256
2019,17004,31,28,3,21,18,3,90046,43563,46483
2019,17003,19,19,,16,16,,37829,18650,19179
2019,17002,10,10,,4,4,,23732,11623,12109
2019,17001,21,19,2,18,17,1,18698,9118,9580
2019,16113,24,22,2,21,19,2,27325,12959,14366
2019,16112,33,32,1,27,27,,170853,81941,88912
2019,16111,21,21,,18,18,,18056,8932,9124
2019,16110,21,20,1,18,17,1,49267,23642,25625
2019,16108,314,285,29,292,265,27,206438,100380,106058
2019,16107,15,14,1,7,6,1,79432,38307,41125
2019,16106,2,2,,,,,32863,16015,16848
2019,16105,1,1,,,,,21478,10549,10929
2019,16104,22,20,2,14,14,,17420,8343,9077
2019,16103,14,14,,8,8,,25849,12682,13167
2019,16102,430,383,47,355,321,34,351823,170897,180926
2019,16101,3,3,,3,3,,9072,4597,4475
2019,16100,7,6,1,7,6,1,15020,7128,7892
2019,16099,7,7,,7,7,,15988,7941,8047
2019,16098,2,1,1,2,1,1,28356,13670,14686
2019,16097,11,11,,8,8,,32616,15895,16721
2019,16095,16,15,1,10,10,,12484,6181,6303
2019,16094,2,2,,2,2,,6633,3208,3425
2019,16093,1,,1,,,,30129,14289,15840
2019,16092,1,1,,1,1,,14099,6993,7106
2019,16091,7,7,,7,7,,15203,7306,7897
2019,16090,1,1,,1,1,,15747,7650,8097
2019,16089,7,7,,7,7,,24790,12537,12253
2019,16088,34,29,5,24,19,5,116249,55853,60396
2019,16087,5,4,1,3,2,1,15334,7572,7762
2019,16085,21,19,2,17,15,2,35080,16993,18087
2019,16084,10,10,,8,8,,30727,14788,15939
2019,16083,2,2,,2,2,,32468,16421,16047
2019,16082,35,34,1,31,30,1,80212,39227,40985
2019,16080,1,1,,,,,19839,9598,10241
2019,16079,18,17,1,16,15,1,51180,24859,26321
2019,16078,4,4,,4,4,,13065,6094,6971
2019,16077,5,5,,4,4,,18869,9351,9518
2019,16076,92,87,5,85,81,4,80614,39417,41197
2019,16075,10,9,1,9,8,1,72415,35414,37001
2019,16074,2,2,,1,1,,10864,5320,5544
2019,16073,17,15,2,15,13,2,28880,13798,15082
2019,16072,2,1,1,1,1,,14300,6966,7334
2019,16071,38,36,2,27,27,,70203,33146,37057
2019,16070,14,13,1,12,11,1,16074,7857,8217
2019,16069,26,23,3,17,16,1,109512,52457,57055
2019,16068,5,5,,5,5,,29062,14603,14459
2019,16067,9,9,,9,9,,17671,8239,9432
2019,16066,18,16,2,14,13,1,97411,46777,50634
2019,16065,11,10,1,9,8,1,39018,18622,20396
2019,16064,11,11,,10,10,,27802,14043,13759
2019,16063,4,4,,4,4,,16473,7741,8732
2019,16062,1,1,,1,1,,20268,9792,10476
2019,16060,1,1,,1,1,,10241,4874,5367
2019,16059,3,3,,2,2,,8450,4220,4230
2019,16057,4,4,,3,3,,8464,4195,4269
2019,16056,5,5,,5,5,,29692,14408,15284
2019,16055,12,12,,10,10,,47624,23564,24060
2019,16054,1,1,,1,1,,7898,3562,4336
2019,16053,319,292,27,215,202,13,819361,395100,424261
2019,16052,58,52,6,51,46,5,191454,96189,95265
2019,16050,5,4,1,2,2,,91755,44097,47658
2019,16049,3,3,,3,3,,18665,9408,9257
2019,16048,2,1,1,1,,1,5823,2862,2961
2019,16047,3,3,,2,2,,22236,11029,11207
2019,16046,2,2,,2,2,,15151,7386,7765
2019,16045,8,8,,4,4,,34641,16495,18146
2019,16044,6,5,1,4,3,1,13291,6348,6943
2019,16043,143,134,9,122,115,7,72232,35130,37102
2019,16042,5,5,,3,3,,13495,6639,6856
2019,16041,3,3,,3,3,,15797,7530,8267
2019,16040,3,3,,3,3,,17521,8496,9025
2019,16039,4,4,,4,4,,9167,4504,4663
2019,16038,5,5,,4,4,,42599,20828,21771
2019,16037,4,4,,4,4,,8357,3823,4534
2019,16036,2,2,,2,2,,12401,5787,6614
2019,16035,7,7,,5,5,,35408,17609,17799
2019,16034,49,48,1,33,32,1,128369,62520,65849
2019,16033,8,8,,6,6,,23707,11820,11887
2019,16032,7,7,,6,6,,15983,7712,8271
2019,16031,5,3,2,1,1,,17439,8522,8917
2019,16030,2,2,,2,2,,13146,6006,7140
2019,16029,1,1,,,,,15811,7909,7902
2019,16028,1,1,,,,,5326,2496,2830
2019,16026,5,5,,5,5,,5053,2631,2422
2019,16025,14,14,,14,14,,40725,19602,21123
2019,16023,8,7,1,7,6,1,10716,5217,5499
2019,16022,11,8,3,9,6,3,23137,12006,11131
2019,16021,4,4,,2,2,,12922,6062,6860
2019,16020,21,20,1,17,16,1,31096,14771,16325
2019,16019,25,23,2,25,23,2,19675,9333,10342
2019,16018,5,3,2,4,2,2,9443,4452,4991
2019,16017,4,3,1,2,2,,35685,17349,18336
2019,16016,35,31,4,5,5,,21600,9948,11652
2019,16015,21,21,,19,19,,18502,9146,9356
2019,16012,47,45,2,43,41,2,48969,24999,23970
2019,16010,7,7,,7,7,,22772,11340,11432
2019,16009,17,15,2,15,14,1,38341,18675,19666
2019,16008,15,14,1,13,12,1,25934,13190,12744
2019,16006,73,67,6,67,63,4,133398,66199,67199
2019,16005,2,2,,1,1,,11687,5679,6008
2019,16004,9,9,,5,5,,15711,7447,8264
2019,16003,4,4,,4,4,,22722,10964,11758
2019,16002,19,19,,18,18,,15429,7796,7633
2019,16001,3,2,1,2,1,1,11937,5748,6189
2019,15125,11,10,1,5,5,,10883,5373,5510
2019,15124,7,5,2,6,4,2,98231,48748,49483
2019,15123,5,5,,1,1,,29592,14667,14925
2019,15122,78,66,12,39,34,5,415167,204182,210985
2019,15121,93,82,11,65,57,8,572744,279210,293534
2019,15120,118,100,18,67,62,5,212874,102870,110004
2019,15119,2,2,,1,1,,17856,8545,9311
2019,15118,14,13,1,9,8,1,198889,98053,100836
2019,15117,2,2,,2,2,,15957,7603,8354
2019,15115,6,6,,3,3,,54038,27068,26970
2019,15114,12,9,3,7,6,1,108905,54121,54784
2019,15113,16,14,2,8,7,1,70746,34797,35949
2019,15112,1,1,,1,1,,50075,25163,24912
2019,15111,19,16,3,8,6,2,54275,26651,27624
2019,15110,21,18,3,5,4,1,69600,34132,35468
2019,15109,103,87,16,73,67,6,552728,271332,281396
2019,15108,21,19,2,13,11,2,158680,77819,80861
2019,15107,3,2,1,1,1,,13408,6496,6912
2019,15106,126,106,20,64,60,4,937994,453268,484726
2019,15105,1,1,,,,,37194,18195,18999
2019,15104,185,161,24,124,112,12,750224,363085,387139
2019,15103,5,3,2,3,2,1,50956,24588,26368
2019,15102,1,1,,1,1,,16685,8023,8662
2019,15101,12,11,1,7,6,1,81524,39676,41848
2019,15100,13,12,1,8,8,,45541,22626,22915
2019,15099,70,58,12,20,19,1,259545,126363,133182
2019,15097,6,6,,6,6,,19940,9637,10303
2019,15096,4,4,,2,2,,39200,19471,19729
2019,15095,30,26,4,13,13,,102761,50513,52248
2019,15094,8,7,1,2,1,1,20923,10314,10609
2019,15093,7,7,,1,1,,32699,16178,16521
2019,15092,15,11,4,7,6,1,60341,29710,30631
2019,15091,41,34,7,32,26,6,69562,34471,35091
2019,15090,9,9,,5,5,,90911,44544,46367
2019,15089,1,1,,,,,13134,6482,6652
2019,15088,15,13,2,8,8,,104005,50570,53435
2019,15087,14,13,1,11,10,1,107918,52504,55414
2019,15086,7,7,,5,5,,34110,16725,17385
2019,15085,2,2,,2,2,,66883,32102,34781
2019,15084,7,6,1,1,1,,41236,20597,20639
2019,15083,1,1,,1,1,,13519,6555,6964
2019,15082,8,8,,4,4,,79555,38179,41376
2019,15081,104,86,18,59,53,6,489070,238685,250385
2019,15080,7,7,,7,7,,28025,13263,14762
2019,15079,1,1,,1,1,,14131,6987,7144
2019,15078,3,2,1,2,2,,10177,5013,5164
2019,15077,2,2,,1,1,,6507,3153,3354
2019,15076,4,3,1,3,3,,80208,39427,40781
2019,15075,12,10,2,7,7,,28771,14209,14562
2019,15074,7,7,,6,6,,139067,65699,73368
2019,15073,1,1,,,,,30878,15222,15656
2019,15072,1,1,,1,1,,14407,7090,7317
2019,15071,11,9,2,11,9,2,14885,7283,7602
2019,15070,35,26,9,20,17,3,305912,150956,154956
2019,15068,2,1,1,1,1,,30810,14815,15995
2019,15067,7,6,1,3,3,,89638,44241,45397
2019,15065,11,8,3,2,2,,37787,19016,18771
2019,15064,3,2,1,,,,39136,19011,20125
2019,15063,16,11,5,14,9,5,36165,17715,18450
2019,15062,9,8,1,4,3,1,70816,34846,35970
2019,15061,2,2,,1,1,,9668,4824,4844
2019,15060,111,93,17,79,68,10,434523,213071,221452
2019,15059,12,8,4,6,3,3,42740,21132,21608
2019,15058,156,138,18,115,105,10,1131976,546128,585848
2019,15057,223,196,27,154,141,13,903960,439224,464736
2019,15054,19,15,4,14,12,2,243918,118259,125659
2019,15053,6,6,,2,2,,60139,29438,30701
2019,15052,10,9,1,6,6,,29173,14356,14817
2019,15051,18,15,3,8,8,,157467,77693,79774
2019,15050,6,5,1,1,1,,26924,13266,13658
2019,15049,4,4,,3,3,,14546,7091,7455
2019,15048,4,4,,2,2,,69668,33669,35999
2019,15047,4,4,,2,2,,78304,37950,40354
2019,15046,6,5,1,5,4,1,20473,9968,10505
2019,15045,12,8,4,6,4,2,93752,46109,47643
2019,15044,9,6,3,4,1,3,29127,14148,14979
2019,15043,3,3,,2,2,,31603,15382,16221
2019,15042,17,14,3,8,8,,161396,77999,83397
2019,15041,3,2,1,2,1,1,7221,3653,3568
2019,15040,20,18,2,15,14,1,37857,18223,19634
2019,15039,90,79,11,46,43,3,544086,266848,277238
2019,15038,6,5,1,5,5,,12340,6110,6230
2019,15037,38,36,2,27,27,,286581,138152,148429
2019,15036,20,19,1,10,10,,46191,23260,22931
2019,15035,60,48,12,40,35,5,143509,70723,72786
2019,15034,3,2,1,2,1,1,10007,4926,5081
2019,15033,382,340,41,237,217,19,1699737,839606,860131
2019,15032,10,6,4,4,4,,35855,17654,18201
2019,15031,82,66,16,53,50,3,713167,350391,362776
2019,15030,3,2,1,1,1,,27156,13384,13772
2019,15029,16,13,3,7,6,1,222653,108162,114491
2019,15028,5,5,,2,2,,31304,15370,15934
2019,15027,2,2,,2,2,,12701,6235,6466
2019,15026,1,1,,1,1,,29972,14705,15267
2019,15025,96,83,13,45,39,6,388478,189955,198523
2019,15024,44,37,7,17,15,2,171933,84945,86988
2019,15023,18,12,6,7,5,2,43921,21748,22173
2019,15022,3,2,1,,,,15180,7421,7759
2019,15021,5,5,,5,5,,41289,19866,21423
2019,15020,74,68,6,57,53,4,309175,149111,160064
2019,15018,4,4,,3,3,,59285,28918,30367
2019,15017,1,,1,,,,10873,5333,5540
2019,15016,27,27,,13,13,,29621,14718,14903
2019,15015,2,2,,,,,32292,15766,16526
2019,15014,9,7,2,3,3,,106065,50930,55135
2019,15013,74,57,17,42,36,6,553345,268909,284436
2019,15012,2,2,,1,1,,12342,5998,6344
2019,15011,8,5,3,5,2,3,68776,34070,34706
2019,15010,9,9,,4,4,,31254,15431,15823
2019,15009,10,9,1,3,3,,54144,26161,27983
2019,15008,1,1,,,,,28274,13704,14570
2019,15007,6,6,,2,2,,25614,12553,13061
2019,15006,1,1,,,,,12016,5796,6220
2019,15005,22,15,6,5,4,,185061,91564,93497
2019,15004,1,1,,1,1,,15587,7453,8134
2019,15003,15,11,4,12,9,3,51572,25437,26135
2019,15002,41,32,9,22,18,4,181951,91196,90755
2019,15001,5,5,,1,1,,68870,33380,35490
2019,14125,1,1,,,,,20013,9714,10299
2019,14124,27,20,7,10,8,2,71737,35373,36364
2019,14123,1,1,,,,,19170,9553,9617
2019,14122,4,4,,3,3,,7412,3720,3692
2019,14121,7,6,1,1,1,,31097,15232,15865
2019,14120,329,292,35,169,155,14,1419678,698994,720684
2019,14119,2,2,,1,1,,30161,14960,15201
2019,14118,1,1,,,,,23877,11419,12458
2019,14116,1,,1,,,,21545,10425,11120
2019,14115,3,3,,,,,5837,2876,2961
2019,14114,1,1,,1,1,,18912,9334,9578
2019,14113,3,3,,2,2,,17158,8409,8749
2019,14111,1,1,,1,1,,7412,3691,3721
2019,14110,3,3,,2,2,,14363,6946,7417
2019,14109,10,9,1,10,9,1,19037,9190,9847
2019,14108,3,3,,2,2,,36912,17902,19010
2019,14107,1,1,,,,,6630,3209,3421
2019,14105,4,4,,3,3,,24430,12064,12366
2019,14103,4,4,,1,1,,8340,4153,4187
2019,14102,2,2,,1,1,,6355,3114,3241
2019,14101,212,196,16,123,117,6,570774,285932,284842
2019,14100,4,4,,3,3,,37655,19299,18356
2019,14099,1,1,,,,,10810,5359,5451
2019,14098,359,320,39,270,244,26,701444,349292,352152
2019,14097,340,312,28,161,149,12,626468,310667,315801
2019,14096,2,2,,2,2,,22348,10900,11448
2019,14095,2,2,,1,1,,10202,5000,5202
2019,14094,4,4,,3,3,,44483,22131,22352
2019,14093,13,12,1,6,6,,149983,73669,76314
2019,14091,7,7,,7,7,,43795,20874,22921
2019,14088,6,5,1,2,1,1,18293,9156,9137
2019,14087,4,4,,4,4,,17624,8623,9001
2019,14086,1,1,,,,,20444,10025,10419
2019,14085,7,6,1,3,2,1,40820,19973,20847
2019,14083,19,16,3,3,3,,84261,41837,42424
2019,14082,4,2,2,4,2,2,39072,18845,20227
2019,14081,3,3,,3,3,,3407,1614,1793
2019,14080,2,2,,2,2,,5933,3113,2820
2019,14079,4,4,,4,4,,15218,7370,7848
2019,14078,8,8,,6,6,,34721,16922,17799
2019,14077,5,5,,3,3,,29214,14249,14965
2019,14073,10,9,1,7,7,,73419,36440,36979
2019,14071,1,1,,,,,3161,1570,1591
2019,14070,79,74,5,43,40,3,196448,97765,98683
2019,14068,2,2,,2,2,,11610,6006,5604
2019,14067,43,34,9,21,18,3,295799,149696,146103
2019,14066,11,6,5,5,2,3,54667,26991,27676
2019,14065,4,4,,3,3,,11975,6032,5943
2019,14064,20,18,2,17,16,1,33770,16490,17280
2019,14063,14,9,5,8,6,2,105174,51775,53399
2019,14061,6,3,3,2,1,1,20490,9960,10530
2019,14060,2,2,,,,,5503,2534,2969
2019,14059,2,2,,2,2,,14783,7096,7687
2019,14058,1,1,,,,,15482,7616,7866
2019,14053,126,110,16,85,73,12,173943,85101,88842
2019,14051,2,1,1,,,,18882,9441,9441
2019,14050,14,11,3,10,9,1,48846,24274,24572
2019,14049,8,8,,7,7,,10115,5165,4950
2019,14048,3,3,,2,2,,20253,9279,10974
2019,14047,2,1,1,,,,26211,13102,13109
2019,14046,6,6,,5,5,,35713,17616,18097
2019,14045,4,4,,2,2,,20249,9813,10436
2019,14044,28,27,1,10,10,,58498,28940,29558
2019,14043,10,7,3,4,2,2,25795,13115,12680
2019,14042,3,3,,1,1,,9357,4498,4859
2019,14039,505,456,49,374,343,31,1500273,730524,769749
2019,14037,1,1,,,,,26088,12729,13359
2019,14036,4,4,,3,3,,20974,10267,10707
2019,14035,39,34,5,35,31,4,56739,27343,29396
2019,14034,1,1,,1,1,,2047,1056,991
2019,14033,4,4,,4,4,,22663,10969,11694
2019,14032,4,4,,1,1,,6413,3228,3185
2019,14030,25,22,3,22,20,2,54263,26560,27703
2019,14027,3,2,1,1,1,,19013,9652,9361
2019,14026,1,1,,1,1,,6497,3314,3183
2019,14025,2,2,,1,1,,19153,9253,9900
2019,14024,12,12,,10,10,,28371,13832,14539
2019,14023,18,16,2,8,7,1,112912,55113,57799
2019,14022,6,4,2,3,3,,43556,22055,21501
2019,14021,2,2,,1,1,,23010,11489,11521
2019,14020,3,3,,2,2,,10995,5721,5274
2019,14019,4,1,3,4,1,3,8048,4015,4033
2019,14018,1,1,,,,,69406,33626,35780
2019,14017,3,3,,2,2,,13294,6645,6649
2019,14016,1,1,,,,,40429,19767,20662
2019,14015,4,4,,1,1,,64857,31955,32902
2019,14013,1,1,,,,,64115,31512,32603
2019,14010,1,1,,1,1,,7109,3531,3578
2019,14009,4,4,,2,2,,20751,10294,10457
2019,14008,5,3,2,2,2,,80318,38762,41556
2019,14006,5,5,,2,2,,64360,31550,32810
2019,14005,5,5,,4,4,,16304,8114,8190
2019,14004,1,1,,1,1,,5802,2828,2974
2019,14002,11,10,1,7,7,,24060,12458,11602
2019,14001,5,5,,2,2,,22840,11195,11645
2019,13084,2,2,,2,2,,42236,19545,22691
2019,13083,8,6,2,6,5,1,49467,24059,25408
2019,13082,2,2,,1,1,,20215,9727,10488
2019,13078,1,1,,,,,21068,10269,10799
2019,13077,20,17,3,11,10,1,167638,79481,88157
2019,13076,51,47,4,44,41,3,117558,57188,60370
2019,13075,3,1,2,1,1,,17431,8473,8958
2019,13074,4,2,2,2,2,,30431,15013,15418
2019,13073,3,3,,1,1,,41753,20696,21057
2019,13072,1,1,,1,1,,11063,5357,5706
2019,13070,3,3,,2,2,,20476,10080,10396
2019,13069,17,13,4,8,8,,133825,66074,67751
2019,13067,32,31,1,31,30,1,56275,27815,28460
2019,13066,1,1,,,,,13301,6530,6771
2019,13064,5,5,,5,5,,11647,5673,5974
2019,13063,10,10,,3,3,,92621,45660,46961
2019,13062,2,2,,2,2,,32541,16549,15992
2019,13061,11,10,1,6,6,,58261,28206,30055
2019,13059,10,10,,9,9,,40065,19187,20878
2019,13058,1,,1,,,,17526,8045,9481
2019,13057,3,3,,2,2,,17171,8466,8705
2019,13056,7,6,1,4,4,,39602,18931,20671
2019,13054,1,1,,,,,37561,18145,19416
2019,13053,1,1,,1,1,,19952,9883,10069
2019,13052,3,2,1,3,2,1,38570,18856,19714
2019,13051,4,2,2,2,1,1,181119,86485,94634
2019,13050,3,3,,2,2,,25092,11885,13207
2019,13049,6,5,1,6,5,1,18743,9373,9370
2019,13048,33,26,7,14,13,1,278974,133309,145665
2019,13044,20,17,3,14,13,1,17952,8823,9129
2019,13042,2,2,,1,1,,12406,6081,6325
2019,13041,12,11,1,10,9,1,49320,23692,25628
2019,13039,1,1,,,,,15557,7418,8139
2019,13038,1,1,,,,,9514,4618,4896
2019,13037,4,4,,1,1,,22059,10444,11615
2019,13036,1,1,,,,,10236,4892,5344
2019,13035,1,1,,1,1,,12397,5812,6585
2019,13034,1,1,,,,,10213,4989,5224
2019,13031,5,4,1,4,3,1,14334,6781,7553
2019,13030,39,35,4,25,22,3,98587,46521,52066
2019,13029,16,13,3,6,6,,49295,23605,25690
2019,13028,12,10,2,6,4,2,138485,68152,70333
2019,13027,3,2,1,1,1,,27080,13124,13956
2019,13025,2,2,,,,,23115,11106,12009
2019,13024,1,1,,,,,18890,9023,9867
2019,13023,2,2,,,,,38420,18367,20053
2019,13022,2,2,,1,1,,15830,7695,8135
2019,13021,1,1,,1,1,,15622,7427,8195
2019,13017,1,1,,1,1,,14480,7052,7428
2019,13016,22,17,5,20,16,4,61641,29418,32223
2019,13015,1,1,,1,1,,19658,9416,10242
2019,13014,2,1,1,,,,18514,8928,9586
2019,13013,17,15,2,13,12,1,40374,19624,20750
2019,13012,3,2,1,1,1,,29197,13773,15424
2019,13011,3,2,1,2,1,1,21483,10357,11126
2019,13010,8,5,3,6,4,2,31829,15753,16076
2019,13009,3,3,,,,,19950,9549,10401
2019,13008,1,,1,1,,1,47595,22836,24759
2019,13006,6,6,,,,,21790,10572,11218
2019,13005,2,2,,1,1,,19662,9609,10053
2019,13003,7,6,1,4,4,,60673,28777,31896
2019,13002,8,7,1,5,4,1,45753,21999,23754
2019,13001,3,2,1,3,2,1,21956,10590,11366
2019,12081,3,3,,2,2,,11289,5381,5908
2019,12080,4,3,1,3,3,,7879,3970,3909
2019,12079,11,10,1,10,9,1,17816,8823,8993
2019,12078,7,7,,7,7,,19333,9194,10139
2019,12077,5,5,,5,5,,14205,7061,7144
2019,12076,12,11,1,10,9,1,38608,18868,19740
2019,12075,24,21,3,13,11,2,52519,25696,26823
2019,12074,13,13,,13,13,,23729,11201,12528
2019,12073,4,3,1,3,3,,18388,9379,9009
2019,12072,1,1,,1,1,,12310,5851,6459
2019,12071,5,5,,4,4,,30086,14608,15478
2019,12070,1,1,,1,1,,7399,3456,3943
2019,12069,4,3,1,2,2,,12268,5663,6605
2019,12068,10,10,,10,10,,26972,13761,13211
2019,12067,1,1,,,,,22707,10956,11751
2019,12066,45,41,4,29,27,2,92632,43951,48681
2019,12063,3,3,,2,2,,10350,4924,5426
2019,12062,14,13,1,14,13,1,23986,11295,12691
2019,12061,10,8,2,7,7,,44234,21256,22978
2019,12060,6,6,,6,6,,14815,7192,7623
2019,12059,6,5,1,4,3,1,32736,15703,17033
2019,12058,11,9,2,8,7,1,58837,27726,31111
2019,12057,15,14,1,10,10,,66699,33100,33599
2019,12056,6,4,2,6,4,2,47511,23427,24084
2019,12055,77,72,5,70,65,5,112237,53888,58349
2019,12054,1,,1,,,,28346,13928,14418
2019,12053,12,11,1,9,9,,50745,24927,25818
2019,12052,9,9,,8,8,,45064,22230,22834
2019,12051,1,,1,,,,36891,17998,18893
2019,12050,6,6,,4,4,,38857,18842,20015
2019,12049,15,14,1,11,10,1,13189,6390,6799
2019,12048,35,29,6,31,27,4,45488,22549,22939
2019,12047,1,1,,1,1,,7063,3260,3803
2019,12046,38,35,3,31,29,2,69373,33834,35539
2019,12045,12,12,,12,12,,26271,12622,13649
2019,12044,1,1,,1,1,,13091,6411,6680
2019,12043,7,6,1,5,4,1,19348,9004,10344
2019,12042,5,4,1,3,3,,19156,9133,10023
2019,12041,6,6,,4,4,,28320,13368,14952
2019,12040,6,5,1,4,4,,26765,13233,13532
2019,12039,6,6,,4,4,,25682,12478,13204
2019,12038,115,100,15,104,92,12,130139,64275,65864
2019,12037,2,1,1,2,1,1,6447,3060,3387
2019,12036,2,1,1,2,1,1,11596,5695,5901
2019,12035,74,68,6,61,56,5,157224,75861,81363
2019,12034,19,18,1,16,15,1,38607,18504,20103
2019,12033,12,12,,8,8,,15704,7376,8328
2019,12032,6,6,,4,4,,37836,18929,18907
2019,12030,4,4,,3,3,,21463,10602,10861
2019,12029,156,134,22,111,96,15,281967,134973,146994
2019,12028,86,72,14,63,52,11,132499,62940,69559
2019,12027,5,5,,4,4,,20443,10018,10425
2019,12025,1,1,,1,1,,16535,8236,8299
2019,12024,2,2,,2,2,,7773,3741,4032
2019,12023,29,28,1,21,21,,27807,13915,13892
2019,12022,12,12,,10,10,,40610,20545,20065
2019,12021,33,31,2,28,26,2,78698,38617,40081
2019,12020,9,9,,8,8,,20657,9875,10782
2019,12019,2,2,,2,2,,15084,7172,7912
2019,12018,4,4,,4,4,,14580,7159,7421
2019,12017,4,4,,4,4,,14084,6780,7304
2019,12015,5,4,1,4,3,1,13704,6679,7025
2019,12014,3,3,,1,1,,15885,7742,8143
2019,12013,9,6,3,5,4,1,13451,6519,6932
2019,12012,26,24,2,20,20,,69903,34219,35684
2019,12011,27,24,3,22,20,2,62561,30717,31844
2019,12010,6,4,2,3,3,,28009,13533,14476
2019,12009,2,1,1,,,,5328,2528,2800
2019,12008,3,3,,,,,8889,4246,4643
2019,12007,2,2,,,,,32587,15806,16781
2019,12005,4,3,1,2,1,1,6931,3260,3671
2019,12004,5,4,1,3,2,1,19997,9354,10643
2019,12003,1,,1,,,,38970,18832,20138
2019,12002,2,2,,1,1,,27234,12743,14491
2019,12001,701,629,68,535,496,39,837914,403990,433924
2019,11046,56,55,1,48,47,1,73531,34968,38563
2019,11045,2,1,1,2,1,1,12205,5854,6351
2019,11044,31,27,4,24,22,2,62371,30550,31821
2019,11043,6,6,,5,5,,21378,10162,11216
2019,11042,174,159,15,161,149,12,151925,72508,79417
2019,11041,24,23,,20,20,,66580,32269,34311
2019,11040,3,3,,1,1,,20053,9729,10324
2019,11039,47,40,7,43,36,7,36430,17678,18752
2019,11038,6,4,2,2,2,,12849,6126,6723
2019,11037,174,160,14,159,147,12,198812,98250,100562
2019,11036,17,15,2,12,11,1,7255,3446,3809
2019,11035,24,17,6,18,12,5,87900,42448,45452
2019,11033,69,58,11,59,50,9,126739,60466,66273
2019,11032,15,14,1,11,11,,82620,40101,42519
2019,11031,73,67,6,70,65,5,125119,61148,63971
2019,11030,29,26,3,15,13,2,117537,57052,60485
2019,11029,7,6,1,6,5,1,41274,19263,22011
2019,11028,157,140,14,118,106,10,106199,50688,55511
2019,11027,458,391,66,395,350,45,290737,141884,148853
2019,11026,20,20,,16,16,,62193,30193,32000
2019,11025,34,33,1,28,27,1,84709,42399,42310
2019,11024,17,14,3,15,12,3,12493,5914,6579
2019,11023,153,130,22,141,124,16,159111,76036,83075
2019,11022,6,6,,6,6,,24587,11900,12687
2019,11021,32,23,1,11,11,,53960,25822,28138
2019,11020,493,452,41,412,380,32,1663404,826373,837031
2019,11019,17,14,3,11,10,1,51244,23955,27289
2019,11018,29,25,4,25,21,4,40743,19991,20752
2019,11017,598,535,52,479,435,42,604778,295229,309549
2019,11016,21,19,2,20,18,2,22442,10639,11803
2019,11015,60,52,7,42,39,3,196104,96217,99887
2019,11014,44,37,7,38,32,6,159882,75810,84072
2019,11013,2,1,1,1,1,,25441,12276,13165
2019,11012,21,20,1,13,13,,29733,14310,15423
2019,11011,74,49,3,36,33,3,100521,48923,51598
2019,11010,3,3,,1,1,,12896,6110,6786
2019,11009,23,20,2,20,18,1,86525,41044,45481
2019,11008,6,6,,5,5,,40360,19235,21125
2019,11007,361,295,58,281,235,40,526166,256025,270141
2019,11006,1,1,,1,1,,5536,2714,2822
2019,11005,114,107,6,103,97,5,97922,47562,50360
2019,11004,125,115,9,123,115,7,71665,34999,36666
2019,11003,110,101,9,89,82,7,181232,87178,94054
2019,11002,181,158,20,133,118,13,118172,56796,61376
2019,11001,98,81,17,86,70,16,94843,45934,48909
2019,10039,3,3,,,,,28630,14252,14378
2019,10038,1,,1,,,,23153,11240,11913
2019,10037,1,1,,1,1,,9753,5030,4723
2019,10036,2,2,,2,2,,24636,12444,12192
2019,10035,1,1,,1,1,,11521,5746,5775
2019,10034,10,10,,10,10,,27424,14312,13112
2019,10033,3,3,,1,1,,6770,3244,3526
2019,10032,8,6,2,6,5,1,50718,25382,25336
2019,10031,3,3,,3,3,,7458,3717,3741
2019,10029,1,1,,,,,2242,1137,1105
2019,10026,3,2,1,1,1,,20112,10379,9733
2019,10024,2,1,1,2,1,1,14252,7139,7113
2019,10023,15,15,,11,11,,52839,26333,26506
2019,10020,2,2,,1,1,,12846,6330,6516
2019,10019,4,4,,4,4,,5494,2848,2646
2019,10018,2,2,,2,2,,12178,6061,6117
2019,10017,2,2,,2,2,,10250,5238,5012
2019,10016,2,2,,1,1,,20698,10302,10396
2019,10015,1,1,,1,1,,13765,6863,6902
2019,10014,6,6,,4,4,,40203,19802,20401
2019,10013,1,1,,,,,28029,14022,14007
2019,10012,14,12,2,8,7,1,163121,81220,81901
2019,10010,2,2,,1,1,,4156,2108,2048
2019,10009,1,1,,1,1,,10487,5414,5073
2019,10008,1,,1,,,,37520,18588,18932
2019,10007,24,21,3,4,4,,366852,181865,184987
2019,10006,1,1,,,,,10753,5320,5433
2019,10005,41,32,9,14,13,1,688253,333519,354734
2019,10004,1,1,,1,1,,37200,18750,18450
2019,10002,1,1,,1,1,,4782,2506,2276
2019,10001,2,1,1,1,1,,34485,17065,17420
2019,09017,127,115,12,96,87,9,434290,204702,229588
2019,09016,61,53,8,47,42,5,378708,175144,203564
2019,09015,95,80,15,64,58,6,547703,259989,287714
2019,09014,23,18,5,11,8,3,430354,198095,232259
