anio,geo,total,total_hom,total_muj,armas,armas_hom,armas_muj,pob_total,pob_hom,pob_muj
2019,27006,33,31,2,26,24,2,146380,72111,74269
2019,27005,44,38,6,38,32,6,215303,106189,109114
2019,27004,267,243,24,203,182,21,731028,357784,373244
2019,27003,12,11,1,4,3,1,116653,58351,58302
2019,27002,61,54,7,50,44,6,273605,134384,139221
2019,27001,13,10,3,8,6,2,63743,31817,31926
2019,26072,2,2,,,,,15527,7972,7555
2019,26071,4,3,1,4,3,1,23632,11823,11809
2019,26070,12,11,1,8,8,,18183,9198,8985
2019,26069,8,8,,5,5,,6365,3206,3159
2019,26066,3,2,1,2,2,,9494,4851,4643
2019,26065,1,1,,1,1,,1345,690,655
2019,26064,1,1,,1,1,,1747,953,794
2019,26058,4,4,,3,3,,17610,8686,8924
2019,26056,1,1,,,,,9936,5349,4587
2019,26055,144,115,11,89,83,6,204484,102762,101722
2019,26052,3,2,1,3,2,1,6086,3128,2958
2019,26051,2,2,,2,2,,5449,2842,2607
2019,26049,1,1,,1,1,,3117,1666,1451
2019,26048,58,14,3,8,7,1,70877,36059,34818
2019,26047,6,6,,5,5,,10102,5210,4892
2019,26043,125,112,11,64,61,2,250457,125052,125405
2019,26042,22,21,,13,13,,175235,85833,89402
2019,26041,2,2,,1,1,,14144,7086,7058
2019,26040,4,4,,2,2,,2151,1122,1029
2019,26039,5,5,,5,5,,6709,3372,3337
2019,26036,3,,3,1,,1,33461,16601,16860
2019,26035,1,1,,,,,13687,6872,6815
2019,26033,3,1,2,,,,86177,43176,43001
2019,26032,2,2,,2,2,,980,519,461
2019,26030,281,256,21,201,191,7,933033,460852,472181
2019,26029,116,108,8,83,81,2,168830,83765,85065
2019,26026,3,3,,,,,65883,33484,32399
2019,26025,78,73,5,70,66,4,60028,29832,30196
2019,26020,1,1,,,,,5276,2747,2529
2019,26019,3,3,,2,2,,37764,18680,19084
2019,26018,416,377,39,336,306,30,463623,226683,236940
2019,26017,52,49,3,36,33,3,91089,45862,45227
2019,26016,2,2,,2,2,,5549,2721,2828
2019,26015,9,4,5,4,2,2,1602,844,758
2019,26012,15,14,1,12,11,1,24673,12413,12260
2019,26008,1,1,,1,1,,1215,642,573
2019,26006,2,2,,2,2,,2950,1512,1438
2019,26004,3,3,,3,3,,10197,5092,5105
2019,26003,1,1,,1,1,,27674,14313,13361
2019,26002,12,11,1,10,9,1,87750,44189,43561
2019,25018,26,24,2,17,16,1,158898,80962,77936
2019,25017,19,18,1,16,16,,94317,47807,46510
2019,25016,2,2,,1,1,,22369,11594,10775
2019,25015,21,19,2,9,9,,86399,42216,44183
2019,25014,23,20,3,21,18,3,56477,28745,27732
2019,25013,47,43,4,32,29,3,48098,24762,23336
2019,25012,147,138,6,56,55,1,527505,260691,266814
2019,25011,48,46,2,27,25,2,313977,155901,158076
2019,25010,23,21,1,10,9,1,107393,54341,53052
2019,25009,15,13,2,7,7,,62109,31500,30609
2019,25008,8,6,2,5,4,1,58770,30457,28313
2019,25007,15,15,,12,12,,34467,17705,16762
2019,25006,507,489,18,401,388,13,955340,469565,485775
2019,25005,2,2,,1,1,,17215,8820,8395
2019,25004,1,1,,1,1,,29270,14865,14405
2019,25003,19,17,2,19,17,2,32057,16629,15428
2019,25002,9,8,1,4,3,1,50111,25135,24976
2019,25001,163,151,12,69,60,9,476240,234304,241936
2019,24058,1,1,,,,,22901,11522,11379
2019,24057,1,1,,,,,32074,16003,16071
2019,24056,3,1,1,1,1,,15991,7954,8037
2019,24055,4,3,1,1,1,,26982,13298,13684
2019,24054,4,4,,1,1,,54080,26631,27449
2019,24053,4,4,,,,,38558,19085,19473
2019,24052,1,1,,,,,10553,5195,5358
2019,24050,8,8,,7,7,,51169,25444,25725
2019,24049,1,,1,1,,1,38914,18913,20001
2019,24047,1,1,,1,1,,10143,5078,5065
2019,24046,1,1,,,,,18433,9145,9288
2019,24045,1,,1,,,,15164,7449,7715
2019,24044,1,1,,,,,7994,4032,3962
2019,24043,1,1,,1,1,,9580,4482,5098
2019,24042,5,5,,4,4,,15761,7719,8042
2019,24041,1,1,,,,,20538,10387,10151
2019,24040,9,9,,8,8,,40502,20006,20496
2019,24039,7,7,,3,3,,15976,7920,8056
2019,24037,5,4,1,1,1,,99598,49401,50197
2019,24036,7,6,,5,5,,31384,15827,15557
2019,24035,69,62,6,49,48,1,324165,158085,166080
2019,24034,1,1,,1,1,,15444,7713,7731
2019,24033,3,2,1,2,2,,12560,6240,6320
2019,24032,7,5,2,2,1,1,41644,19851,21793
2019,24028,204,182,22,141,130,11,864918,418313,446605
2019,24027,2,2,,2,2,,10740,5175,5565
2019,24025,6,5,1,6,5,1,32979,15860,17119
2019,24024,22,20,2,13,13,,98418,47668,50750
2019,24023,1,1,,1,1,,16192,7877,8315
2019,24021,7,7,,6,6,,58943,28181,30762
2019,24020,19,18,1,13,13,,103260,50181,53079
2019,24018,1,1,,1,1,,16629,8200,8429
2019,24017,8,6,2,7,6,1,27544,13904,13640
2019,24016,10,9,1,5,5,,45396,22266,23130
2019,24014,2,1,,1,1,,16270,8191,8079
2019,24013,47,43,4,29,26,3,186346,90144,96202
2019,24012,1,,,,,,21621,10675,10946
2019,24011,3,3,,2,2,,47261,22998,24263
2019,24010,5,4,1,3,3,,35198,17498,17700
2019,24009,2,2,,,,,4712,2377,2335
2019,24005,3,3,,2,2,,19629,9403,10226
2019,24004,2,2,,1,1,,4311,2116,2195
2019,24003,3,3,,,,,50654,25610,25044
2019,24002,1,1,,,,,8637,4252,4385
2019,24001,7,6,,5,5,,18985,8942,10043
2019,23011,13,13,,8,8,,#N/A,#N/A,#N/A
2019,23010,28,26,2,23,22,1,43926,21987,21939
2019,23009,31,29,2,22,20,2,36012,18892,17120
2019,23008,169,151,18,131,119,12,233341,121838,111503
2019,23007,5,5,,4,4,,30678,15671,15007
2019,23006,4,4,,,,,41962,21511,20451
2019,23005,403,360,43,276,248,28,825647,415187,410460
2019,23004,37,32,5,22,20,2,260945,128021,132924
2019,23003,9,9,,9,9,,22307,11580,10727
2019,23002,13,11,2,11,9,2,91010,45722,45288
2019,23001,2,2,,2,2,,98713,49418,49295
2019,22017,3,2,1,3,2,1,77340,37979,39361
2019,22016,35,31,4,24,22,2,296079,145462,150617
2019,22014,116,105,11,57,55,2,961470,477433,484037
2019,22013,1,1,,1,1,,21661,10680,10981
2019,22012,2,2,,2,2,,75212,37358,37854
2019,22011,14,12,2,3,2,1,173771,87489,86282
2019,22010,2,2,,1,1,,20172,9657,10515
2019,22009,4,3,1,4,3,1,29188,13946,15242
2019,22008,7,7,,5,5,,41696,20061,21635
2019,22007,2,1,1,1,1,,45130,21842,23288
2019,22006,14,13,1,10,10,,202268,98177,104091
2019,22005,4,3,1,1,1,,68110,34398,33712
2019,22004,4,3,1,1,1,,75616,36224,39392
2019,22002,1,1,,1,1,,27977,13544,14433
2019,22001,4,2,2,3,2,1,67672,32890,34782
2019,21217,3,1,2,1,,1,19687,9565,10122
2019,21213,5,3,2,3,2,1,13981,6802,7179
2019,21212,1,1,,,,,20141,9473,10668
2019,21211,1,,1,,,,17151,7926,9225
2019,21208,22,20,2,19,17,2,86810,41326,45484
2019,21207,7,6,1,4,4,,58383,27867,30516
2019,21206,2,2,,2,2,,4628,2181,2447
2019,21205,16,15,1,13,12,1,26198,12743,13455
2019,21204,2,2,,1,1,,8402,4020,4382
2019,21203,1,1,,1,1,,6745,3196,3549
2019,21202,3,2,1,1,1,,13321,6454,6867
2019,21199,4,3,1,2,2,,42285,20420,21865
2019,21198,1,1,,,,,1276,606,670
2019,21197,11,11,,8,8,,85355,41202,44153
2019,21195,5,4,1,4,4,,25726,12337,13389
2019,21194,12,11,1,7,6,1,30902,14888,16014
2019,21192,4,3,1,4,3,1,6708,3275,3433
2019,21191,3,3,,2,2,,9963,4649,5314
2019,21190,2,2,,2,2,,1271,577,694
2019,21189,11,11,,9,9,,22260,10701,11559
2019,21188,3,3,,3,3,,18801,8873,9928
2019,21186,1,1,,1,1,,56689,27054,29635
2019,21185,1,1,,1,1,,8914,4224,4690
2019,21184,2,1,1,,,,6819,3333,3486
2019,21183,9,7,2,7,6,1,21214,10318,10896
2019,21182,2,1,1,1,1,,5266,2536,2730
2019,21181,4,3,1,3,3,,7404,3671,3733
2019,21180,2,2,,2,2,,42036,20884,21152
2019,21179,1,1,,1,1,,30723,15063,15660
2019,21178,6,6,,6,6,,17624,8670,8954
2019,21177,3,,3,2,,2,54728,26209,28519
2019,21176,6,6,,4,4,,9045,4360,4685
2019,21175,6,5,1,5,4,1,13209,6339,6870
2019,21174,12,11,1,6,6,,104051,49308,54743
2019,21171,1,1,,1,1,,3752,1788,1964
2019,21170,4,3,1,2,2,,17879,8861,9018
2019,21169,4,4,,3,3,,22215,11143,11072
2019,21168,9,9,,2,2,,7160,3475,3685
2019,21167,1,1,,,,,11936,5762,6174
2019,21166,3,3,,3,3,,8915,4111,4804
2019,21164,36,32,4,30,29,1,84739,40666,44073
2019,21163,1,1,,1,1,,18298,8903,9395
2019,21161,3,3,,1,1,,21602,10251,11351
2019,21160,3,3,,1,1,,3321,1620,1701
2019,21158,1,1,,,,,7459,3662,3797
2019,21157,3,2,1,2,2,,11792,5584,6208
2019,21156,71,66,5,49,45,4,335085,158819,176266
2019,21155,3,3,,3,3,,6033,2960,3073
2019,21154,59,55,4,44,43,1,81144,39365,41779
2019,21151,1,1,,1,1,,9016,4335,4681
2019,21150,1,1,,1,1,,7581,3673,3908
2019,21149,3,1,2,2,1,1,26745,13026,13719
2019,21148,1,1,,,,,9396,4503,4893
2019,21147,3,3,,3,3,,6649,3180,3469
2019,21145,3,3,,3,3,,14656,7280,7376
2019,21144,5,5,,4,4,,15688,7769,7919
2019,21143,4,4,,2,2,,33008,16209,16799
2019,21142,8,7,1,5,4,1,31872,15543,16329
2019,21141,2,2,,2,2,,3508,1684,1824
2019,21140,11,10,1,6,6,,138209,66390,71819
2019,21139,1,1,,1,1,,3756,1790,1966
2019,21137,1,1,,,,,10392,5082,5310
2019,21136,3,3,,3,3,,13173,6415,6758
2019,21134,3,3,,2,2,,21435,10525,10910
2019,21133,3,3,,2,2,,684,329,355
2019,21132,55,51,4,48,45,3,160890,77718,83172
2019,21130,2,2,,1,1,,3538,1639,1899
2019,21129,3,3,,1,1,,14026,6697,7329
2019,21128,3,3,,1,1,,9211,4552,4659
2019,21123,1,,1,,,,4139,2032,2107
2019,21119,15,12,3,10,8,2,150647,74421,76226
2019,21118,9,9,,9,9,,28916,14202,14714
2019,21117,3,3,,3,3,,14716,7086,7630
2019,21116,1,1,,,,,23157,11448,11709
2019,21115,7,6,1,7,6,1,53488,26236,27252
2019,21114,267,235,32,160,151,9,1685804,808776,877028
2019,21113,1,1,,,,,4606,2217,2389
2019,21112,1,1,,1,1,,10166,4740,5426
2019,21111,4,4,,3,3,,19420,9423,9997
2019,21110,14,14,,10,10,,48482,23954,24528
2019,21109,3,3,,2,2,,23059,10936,12123
2019,21108,3,3,,2,2,,19119,9297,9822
2019,21106,4,3,1,4,3,1,29662,13902,15760
2019,21105,2,2,,2,2,,5037,2413,2624
2019,21104,7,6,1,6,5,1,32583,16076,16507
2019,21103,2,2,,1,1,,6614,3205,3409
2019,21100,1,1,,,,,10447,4997,5450
2019,21099,7,5,2,5,4,1,20314,9827,10487
2019,21098,2,2,,,,,6559,3077,3482
2019,21094,1,1,,,,,35646,17360,18286
2019,21091,3,3,,3,3,,11345,5307,6038
2019,21088,2,1,1,2,1,1,4816,2361,2455
2019,21087,1,1,,1,1,,13723,6571,7152
2019,21086,6,5,1,4,4,,12803,6165,6638
2019,21085,30,29,1,26,25,1,81758,38699,43059
2019,21084,2,2,,1,1,,7458,3625,3833
2019,21083,3,3,,1,1,,25722,12694,13028
2019,21081,4,4,,3,3,,3790,1795,1995
2019,21078,2,1,1,1,1,,15761,7974,7787
2019,21076,4,3,1,3,3,,27706,13696,14010
2019,21074,24,21,2,18,17,1,77381,37756,39625
2019,21072,2,2,,,,,19430,9597,9833
2019,21071,47,39,8,37,33,4,110289,52445,57844
2019,21070,2,2,,2,2,,6809,3101,3708
2019,21069,9,8,1,8,7,1,26246,12269,13977
2019,21067,7,7,,5,5,,17911,8719,9192
2019,21066,2,2,,2,2,,6122,2839,3283
2019,21065,6,6,,5,5,,21655,10401,11254
2019,21064,8,8,,8,8,,17829,8978,8851
2019,21063,1,1,,1,1,,15667,7572,8095
2019,21061,3,2,1,2,2,,13380,6538,6842
2019,21060,1,1,,1,1,,7835,3714,4121
2019,21058,4,4,,4,4,,20854,10446,10408
2019,21057,1,1,,1,1,,8276,3947,4329
2019,21056,2,2,,2,2,,1484,717,767
2019,21055,2,2,,2,2,,4839,2268,2571
2019,21054,4,3,1,4,3,1,35792,17389,18403
2019,21053,15,14,1,12,12,,65612,32215,33397
2019,21051,17,17,,16,16,,36312,17499,18813
2019,21049,3,3,,3,3,,17439,8554,8885
2019,21048,1,1,,1,1,,21288,10135,11153
2019,21047,4,3,,3,3,,21000,10167,10833
2019,21045,12,10,2,10,8,2,49651,23820,25831
2019,21044,4,3,1,2,2,,16578,7968,8610
2019,21043,6,6,,2,2,,50976,24917,26059
2019,21042,1,1,,1,1,,3284,1583,1701
2019,21041,7,6,1,5,5,,123785,60134,63651
2019,21040,1,1,,1,1,,10785,5359,5426
2019,21039,1,1,,1,1,,9826,4742,5084
2019,21036,1,1,,1,1,,14761,7065,7696
2019,21035,1,1,,,,,21690,10346,11344
2019,21034,5,5,,1,1,,42543,20853,21690
2019,21033,3,3,,1,1,,5140,2454,2686
2019,21032,2,2,,,,,1408,709,699
2019,21029,1,1,,1,1,,3921,1875,2046
2019,21027,1,1,,1,1,,4151,1936,2215
2019,21026,1,1,,,,,15231,7231,8000
2019,21025,2,1,1,2,1,1,9040,4444,4596
2019,21023,4,4,,4,4,,9644,4755,4889
2019,21022,5,5,,5,5,,12844,5965,6879
2019,21021,1,1,,1,1,,1380,654,726
2019,21019,50,45,5,36,31,5,142646,67339,75307
2019,21016,1,1,,1,1,,9099,4545,4554
2019,21015,14,12,2,8,7,1,123885,60657,63228
2019,21013,6,5,1,2,2,,22309,10883,11426
2019,21010,3,2,1,1,1,,69359,33745,35614
2019,21008,8,8,,8,8,,11950,5883,6067
2019,21007,2,2,,2,2,,3424,1650,1774
2019,21006,3,3,,1,1,,16582,7900,8682
2019,21004,17,15,2,15,14,1,61697,30265,31432
2019,21003,14,13,1,13,12,1,37471,17313,20158
2019,21002,7,7,,2,2,,9631,4836,4795
2019,21001,5,5,,5,5,,68329,33099,35230
2019,20570,5,2,3,1,1,,20783,9730,11053
2019,20567,1,1,,1,1,,3262,1535,1727
2019,20566,1,1,,1,1,,3157,1559,1598
2019,20565,4,3,1,3,3,,46036,22002,24034
2019,20563,2,2,,2,2,,1285,586,699
2019,20559,1,1,,1,1,,23322,11142,12180
2019,20557,1,1,,1,1,,15921,7724,8197
2019,20553,4,4,,4,4,,10800,5129,5671
2019,20551,7,5,2,4,3,1,23673,11139,12534
2019,20550,1,1,,1,1,,5704,2681,3023
2019,20546,1,1,,,,,6063,2875,3188
2019,20545,1,1,,,,,10254,4873,5381
2019,20537,1,1,,1,1,,6827,3193,3634
2019,20534,4,4,,4,4,,4059,1843,2216
2019,20533,1,1,,1,1,,2309,1119,1190
2019,20527,1,1,,,,,2745,1322,1423
2019,20526,3,3,,3,3,,18121,8790,9331
2019,20525,7,6,1,7,6,1,12557,6254,6303
2019,20519,1,1,,,,,3059,1506,1553
2019,20517,2,2,,,,,5798,2720,3078
2019,20515,28,21,7,25,19,6,67634,32947,34687
2019,20513,6,5,1,5,4,1,9406,4731,4675
2019,20509,11,9,2,11,9,2,11466,5420,6046
2019,20508,2,2,,1,1,,1570,776,794
2019,20507,4,2,2,4,2,2,3507,1744,1763
2019,20505,3,3,,3,3,,8260,4132,4128
2019,20501,1,1,,1,1,,940,448,492
2019,20498,8,6,2,6,5,1,7051,3532,3519
2019,20495,2,2,,2,2,,3099,1551,1548
2019,20492,1,1,,1,1,,3038,1400,1638
2019,20489,1,1,,1,1,,5087,2514,2573
2019,20485,2,2,,2,2,,3175,1609,1566
2019,20484,1,1,,1,1,,4598,2135,2463
2019,20483,3,3,,1,1,,10855,5228,5627
2019,20482,17,15,2,15,14,1,54872,26804,28068
2019,20475,3,3,,,,,10211,4788,5423
2019,20474,1,1,,1,1,,3386,1683,1703
2019,20469,9,6,3,9,6,3,37111,17616,19495
2019,20468,6,5,1,6,5,1,14415,7101,7314
2019,20467,24,21,3,22,19,3,19658,9445,10213
2019,20466,5,5,,4,4,,13256,6450,6806
2019,20453,1,1,,1,1,,4088,2033,2055
2019,20450,14,14,,14,14,,13050,6326,6724
2019,20441,3,3,,1,1,,9039,4555,4484
2019,20439,18,16,2,14,13,1,26202,12963,13239
2019,20437,1,1,,,,,9612,4664,4948
2019,20428,1,1,,1,1,,1978,996,982
2019,20427,5,5,,3,3,,17013,8217,8796
2019,20421,1,1,,1,1,,4811,2338,2473
2019,20418,2,2,,2,2,,13509,6551,6958
2019,20414,3,2,1,3,2,1,11782,5787,5995
2019,20413,6,6,,2,2,,46394,22708,23686
2019,20409,1,1,,1,1,,9356,4365,4991
2019,20406,3,3,,3,3,,21037,10333,10704
2019,20402,2,2,,2,2,,1101,530,571
2019,20401,9,9,,6,6,,24980,12403,12577
2019,20399,3,3,,,,,36581,17626,18955
2019,20397,7,7,,7,7,,42327,19875,22452
2019,20391,3,1,2,2,1,1,3527,1723,1804
2019,20390,6,6,,3,3,,51999,25009,26990
2019,20386,2,2,,1,1,,18963,9259,9704
2019,20385,13,11,2,8,8,,97622,46025,51597
2019,20384,2,1,1,1,1,,4932,2331,2601
2019,20377,1,,1,1,,1,11899,5715,6184
2019,20375,1,1,,,,,13469,6252,7217
2019,20367,3,2,1,2,2,,4669,2314,2355
2019,20366,1,1,,1,1,,3982,1966,2016
2019,20364,2,1,1,2,1,1,16263,7899,8364
2019,20357,1,1,,,,,839,407,432
2019,20350,4,2,2,2,2,,19306,8979,10327
2019,20344,1,1,,1,1,,2787,1353,1434
2019,20338,9,9,,7,7,,11291,5397,5894
2019,20334,35,34,1,33,32,1,47121,23051,24070
2019,20333,4,3,1,3,2,1,2727,1294,1433
2019,20330,1,1,,1,1,,4414,2173,2241
2019,20327,8,6,2,6,5,1,15335,7582,7753
2019,20326,1,1,,1,1,,5230,2584,2646
2019,20324,28,24,4,21,19,2,49020,24112,24908
2019,20320,1,1,,,,,706,335,371
2019,20318,16,16,,14,14,,50614,24682,25932
2019,20315,1,1,,1,1,,1734,762,972
2019,20309,5,5,,2,2,,11763,5761,6002
2019,20308,1,1,,,,,3246,1607,1639
2019,20307,2,2,,2,2,,10235,5108,5127
2019,20302,2,2,,1,1,,4569,2155,2414
2019,20300,1,1,,1,1,,6941,3239,3702
2019,20295,1,1,,,,,9725,4630,5095
2019,20294,1,1,,1,1,,7359,3468,3891
2019,20293,5,5,,2,2,,18919,8986,9933
2019,20291,1,1,,1,1,,4353,2126,2227
2019,20289,1,,1,,,,1181,533,648
2019,20283,1,1,,,,,1049,508,541
2019,20278,11,10,1,11,10,1,40305,19572,20733
2019,20277,3,3,,3,3,,12702,6278,6424
2019,20275,8,7,1,7,6,1,8406,4229,4177
2019,20272,6,6,,6,6,,6783,3070,3713
2019,20266,2,2,,2,2,,8589,4247,4342
2019,20265,2,2,,1,1,,7087,3641,3446
2019,20260,1,1,,,,,2305,1080,1225
2019,20259,2,2,,2,2,,2472,1175,1297
2019,20253,1,1,,1,1,,1994,993,1001
2019,20248,1,1,,,,,15629,7938,7691
2019,20240,3,1,2,3,1,2,2342,1035,1307
2019,20236,3,3,,3,3,,1556,740,816
2019,20234,2,1,1,,,,7689,3740,3949
2019,20232,2,1,1,,,,21087,10223,10864
2019,20229,2,2,,1,1,,8442,3906,4536
2019,20225,1,1,,1,1,,6332,3048,3284
2019,20220,1,1,,,,,2754,1418,1336
2019,20211,2,2,,1,1,,2799,1410,1389
2019,20210,1,1,,1,1,,6165,2875,3290
2019,20209,1,1,,1,1,,707,292,415
2019,20208,4,3,1,4,3,1,7132,3323,3809
2019,20207,3,3,,2,2,,19130,9492,9638
2019,20205,7,6,1,7,6,1,17572,8580,8992
2019,20201,1,1,,,,,2012,962,1050
2019,20200,1,1,,,,,3954,1868,2086
2019,20198,9,7,2,7,5,2,30652,14408,16244
2019,20195,1,1,,,,,1120,555,565
2019,20190,7,7,,7,7,,24415,11890,12525
2019,20188,1,1,,1,1,,10271,4982,5289
2019,20185,2,2,,2,2,,9213,4501,4712
2019,20184,140,121,19,117,102,15,169708,81519,88189
2019,20183,1,,1,1,,1,1441,667,774
2019,20177,3,2,1,1,1,,10286,4996,5290
2019,20176,1,1,,1,1,,2763,1313,1450
2019,20171,5,4,1,2,2,,18938,9115,9823
2019,20170,1,1,,1,1,,3618,1621,1997
2019,20166,1,1,,1,1,,12473,6053,6420
2019,20159,1,1,,,,,5501,2674,2827
2019,20158,1,1,,1,1,,2265,1100,1165
2019,20157,5,5,,1,1,,18034,8578,9456
2019,20156,4,3,1,2,1,1,3524,1710,1814
2019,20154,2,2,,2,2,,2550,1189,1361
2019,20146,1,,1,,,,2994,1402,1592
2019,20145,1,1,,,,,4461,2188,2273
2019,20141,2,2,,1,1,,8031,4069,3962
2019,20139,1,,1,,,,2136,1029,1107
2019,20137,2,1,1,2,1,1,3498,1736,1762
2019,20134,23,22,1,21,20,1,28948,14022,14926
2019,20131,2,2,,2,2,,11071,5173,5898
2019,20125,4,3,1,4,3,1,12471,6272,6199
2019,20124,3,3,,3,3,,18894,9499,9395
2019,20117,1,1,,,,,2434,1200,1234
2019,20116,2,2,,,,,4632,2248,2384
2019,20115,6,4,2,5,4,1,10063,4779,5284
2019,20107,3,3,,1,1,,25306,11982,13324
2019,20099,2,,2,2,,2,519,243,276
2019,20095,2,2,,2,2,,4476,2232,2244
2019,20090,3,3,,3,3,,6358,3092,3266
2019,20085,16,16,,14,14,,25470,12485,12985
2019,20083,2,2,,,,,9999,4900,5099
2019,20082,4,3,1,3,2,1,4114,1950,2164
2019,20080,1,1,,1,1,,1471,688,783
2019,20079,32,32,,30,30,,92037,44252,47785
2019,20073,23,21,2,19,19,,34325,16134,18191
2019,20070,3,3,,1,1,,7177,3544,3633
2019,20068,4,3,1,3,2,1,22809,10920,11889
2019,20067,82,70,12,41,35,6,258636,121197,137439
2019,20066,2,2,,,,,5555,2757,2798
2019,20064,1,1,,,,,7705,3775,3930
2019,20061,1,1,,1,1,,2811,1287,1524
2019,20059,25,22,3,18,15,3,45228,21607,23621
2019,20058,2,2,,2,2,,13513,6706,6807
2019,20057,21,18,3,17,14,3,40640,19585,21055
2019,20044,10,10,,8,8,,44371,21182,23189
2019,20043,51,42,9,44,35,9,102582,50070,52512
2019,20042,1,,1,,,,8474,4170,4304
2019,20041,7,6,1,3,3,,32458,15128,17330
2019,20040,2,2,,2,2,,6443,3008,3435
2019,20039,17,14,3,13,11,2,80390,38052,42338
2019,20037,2,1,1,1,,1,4531,2078,2453
2019,20034,3,3,,3,3,,1321,651,670
2019,20032,1,1,,1,1,,1050,505,545
2019,20031,1,1,,1,1,,7635,3478,4157
2019,20030,6,6,,5,5,,9072,4439,4633
2019,20029,2,2,,1,1,,4418,2087,2331
2019,20028,14,13,1,9,9,,21697,10249,11448
2019,20026,1,1,,1,1,,9347,4367,4980
2019,20025,1,1,,1,1,,11952,5933,6019
2019,20024,2,2,,2,2,,3802,1921,1881
2019,20023,2,1,1,1,,1,22432,10892,11540
2019,20021,1,1,,1,1,,16190,7793,8397
2019,20020,1,1,,1,1,,4076,1887,2189
2019,20016,1,,1,,,,10243,4811,5432
2019,20015,1,1,,1,1,,4778,2250,2528
2019,20014,6,6,,4,4,,30084,14420,15664
2019,20012,2,2,,2,2,,10755,5210,5545
2019,20010,5,4,1,4,4,,14842,7151,7691
2019,20006,1,1,,1,1,,19477,9198,10279
2019,20005,13,11,2,12,10,2,15771,7845,7926
2019,20002,11,11,,7,7,,47444,23194,24250
2019,19051,2,1,1,1,1,,4527,2273,2254
2019,19050,4,4,,3,3,,1921,1041,880
2019,19049,1,1,,1,1,,46435,23348,23087
2019,19048,34,32,2,26,25,1,318594,160236,158358
2019,19046,52,47,5,38,33,5,473285,233210,240075
2019,19045,25,22,3,14,14,,60377,30825,29552
2019,19042,4,3,1,4,3,1,5203,2636,2567
2019,19041,25,24,1,11,11,,108796,54577,54219
2019,19040,4,4,,4,4,,1080,546,534
2019,19039,325,292,33,228,206,22,1115043,547202,567841
2019,19038,7,5,2,2,1,1,66834,33482,33352
2019,19037,2,1,1,1,1,,5846,2993,2853
2019,19034,6,6,,5,5,,6150,3176,2974
2019,19033,3,1,2,3,1,2,87683,43765,43918
2019,19032,3,2,1,2,2,,5719,2900,2819
2019,19031,83,80,3,69,67,2,385877,195008,190869
2019,19026,77,67,10,64,58,6,706231,358220,348011
2019,19025,16,14,2,13,13,,88975,44858,44117
2019,19023,1,1,,,,,1196,586,610
2019,19022,1,1,,1,1,,16112,8035,8077
2019,19021,56,49,7,37,35,2,459071,230142,228929
2019,19020,2,2,,1,1,,6059,3114,2945
2019,19019,10,10,,8,8,,136480,64451,72029
2019,19018,55,50,5,37,35,2,290911,146151,144760
2019,19017,2,1,1,1,1,,44543,22524,22019
2019,19014,2,1,1,1,1,,37512,18906,18606
2019,19013,7,7,,5,5,,11856,6076,5780
2019,19012,21,16,5,13,10,3,49098,25013,24085
2019,19011,3,3,,3,3,,8312,4288,4024
2019,19010,16,15,1,9,9,,45792,23122,22670
2019,19009,48,44,4,39,36,3,103732,53227,50505
2019,19007,2,2,,,,,17586,8886,8700
2019,19006,61,56,5,43,41,2,654249,329744,324505
2019,19005,9,7,2,7,6,1,19844,9890,9954
2019,19004,1,1,,,,,37797,19062,18735
2019,19003,2,2,,1,1,,1485,752,733
2019,19002,1,1,,1,1,,2627,1346,1281
2019,18020,11,9,2,6,6,,170254,86715,83539
2019,18019,1,1,,,,,14866,7634,7232
2019,18018,3,2,1,,,,33016,16454,16562
2019,18017,64,58,5,37,36,1,439916,215124,224792
2019,18016,5,5,,3,3,,42659,21698,20961
2019,18015,7,6,1,3,3,,104788,53307,51481
2019,18013,4,3,1,,,,8148,4133,4015
2019,18012,5,4,1,2,2,,47458,25003,22455
2019,18011,6,5,1,3,2,1,26601,13477,13124
2019,18010,4,3,1,4,3,1,36782,18802,17980
2019,18009,21,19,2,15,14,1,44611,22368,22243
2019,18008,19,16,3,14,11,3,61076,29948,31128
2019,18006,1,1,,1,1,,31405,15229,16176
2019,18005,13,13,,9,9,,13374,6819,6555
2019,18004,13,12,1,7,6,1,80913,40632,40281
2019,18003,1,1,,1,1,,12590,6408,6182
2019,18001,11,10,1,9,9,,40069,20102,19967
2019,17033,10,9,1,7,6,1,16728,8122,8606
2019,17032,1,1,,1,1,,10064,4918,5146
2019,17031,23,23,,15,15,,38789,18656,20133
2019,17030,13,10,1,9,8,1,55521,27448,28073
2019,17029,57,50,7,39,36,3,108820,52983,55837
2019,17028,56,53,3,30,29,1,73694,37313,36381
2019,17025,13,12,1,6,6,,35774,17664,18110
2019,17024,28,24,4,10,8,2,55013,26833,28180
2019,17022,1,1,,1,1,,21762,10568,11194
2019,17021,27,26,1,18,18,,8238,4106,4132
2019,17020,16,14,2,7,7,,50517,24832,25685
2019,17019,9,7,2,9,7,2,28584,13975,14609
2019,17018,67,62,5,49,45,4,122613,59977,62636
2019,17017,49,46,3,34,32,2,70168,34400,35768
2019,17016,3,3,,,,,19456,9597,9859
2019,17015,18,18,,17,17,,28005,13634,14371
2019,17014,9,7,2,8,7,1,10591,5182,5409
2019,17013,6,6,,4,4,,16572,7970,8602
